施設名,郵便番号,住所,電話番号,ウェブサイトURL,産科、婦人科又は産婦人科の標榜の有無,医療機関における緊急避妊にかかる対面診療への対応可能時間帯,常時の緊急避妊薬の在庫の有無,都道府県,市町村,市町村コード,緯度,経度
六甲アイランド甲南病院,658-0032,兵庫県神戸市東灘区向洋町中2丁目11番地,078-858-1111,http://kohnan.or.jp/rokko/,有,月・火・木・金 9:00-11:30 のみ対応可,有,兵庫県,神戸市東灘区,28101,34.688877,135.27037
"神戸市立医療センター西市
民病院",653-0013,兵庫県神戸市長田区一番町２丁目４番地,078-576-5251,,有,"平日 9:00-11:30
（火・木曜日は9:00-10:30）",無,兵庫県,神戸市長田区,28106,34.667542,135.156799
"医療法人社団慈恵会 新須
磨病院",654-0048,兵庫県神戸市須磨区衣掛町３丁目１番１４号,078-735-0001,"https://www.jikeikai-
group.or.jp/shinsuma/",有,平日（含む、土曜日） 9:00～12:00,無,兵庫県,神戸市須磨区,28107,34.645756,135.12973
"医療法人社団純心会パルモ
ア病院",650-0012,兵庫県神戸市中央区北長狭通４－７－２０,078-321-6000,http://www.palmore.or.jp/,有,"１)平日および土曜: 8:30-18:00 （ただし、通常
の診療時間内は予約またはご来院の順にしたがっ
て対応します）
２)日曜祝日は当院受診歴のある方に限り10:00-
18:00の時間帯のみ対応可能 （ただし、分娩手
術等のため長時間お待たせする可能性有り）",有,兵庫県,神戸市中央区,28110,34.690727,135.186432
池田診療所,658-0001,兵庫県神戸市東灘区森北町２丁目２番３号,078-451-1331,,有,"月曜～土曜 9:00-18:30
（祝祭日、年末年始を除く）",有,兵庫県,神戸市東灘区,28101,34.73037,135.291046
"医療法人社団産科婦人科ナ
カムラクリニック",658-0046,兵庫県神戸市東灘区御影本町２丁目９番１号,078-851-0031,http://www.nakamura-lc.com/,有,"月・火・水・金 9:00-12:00 17:00-19:00
木・土 9:00-12:00",有,兵庫県,神戸市東灘区,28101,34.71347,135.259033
山崎産科婦人科医院,658-0052,兵庫県神戸市東灘区住吉東町2－4－38,078-851-6490,http://yamasaki-lc.ftw.jp,有,"平日9：30-13：00, 15：00-18：00 土曜日9：
00-12：00",有,兵庫県,神戸市東灘区,28101,34.718719,135.26709
"こじまレディースクリニッ
ク",658-0047,兵庫県神戸市東灘区御影２－３２－１２,078-414-7670,http://www.kojima-lc.jp/,有,平日10:00-13:00 16:00-19:00 土曜10:00-13:00,有,兵庫県,神戸市東灘区,28101,34.721355,135.249313
登村レディスクリニック,658-0046,兵庫県神戸市東灘区御影本町４丁目１１－５,078-841-3599,http://www.tomura-lc.com/,有,"月、水、金 9:00-12:00, 16:00-19:00
火、木、土 9:00-12:00",有,兵庫県,神戸市東灘区,28101,34.714512,135.254898
中島クリニック,658-0072,兵庫県神戸市東灘区岡本１－１３－７－２０２,078-431-3230,http://www.nakajima-c.jp/,有,"月～土 9:30-12:30 16:00-19:00
木・土は午前診のみ",有,兵庫県,神戸市東灘区,28101,34.728645,135.276413
もりレディースクリニック,658-0003,兵庫県神戸市東灘区本山北町２丁目９－７,078-412-3935,http://mori-lc.jp/,有,24時間対応（自己都合により断ることもあり）,有,兵庫県,神戸市東灘区,28101,34.728992,135.283035
"医療法人社団たなべ産婦人
科",657-0028,"兵庫県神戸市灘区森後町３丁目５番３０号ナター
ル六甲ビル６階",078-821-0303,https://www.tanabe-clinic.com/,有,"平日 9:00-12:00 17:00-19:00
（木曜休み）
土曜 9:00-12:00",有,兵庫県,神戸市灘区,28102,34.716537,135.236435
川口レディースクリニック,657-0846,兵庫県神戸市灘区岩屋北町7丁目1-30-201,078-881-8208,http://www.klady-clinic.gr.jp/,有,"平日 AM9:30-12:30 PM4:00-7:00 土曜日
AM9:30-2:00",有,兵庫県,神戸市灘区,28102,34.705029,135.216385
"亀田マタニティ・レディー
スクリニック",657-0051,兵庫県神戸市灘区八幡町1－8－15,078－822-4188,https://www.kameda-c.com/,有,"外来診療時間（月・水・金 9:00-12:00 16:00-
19:00 火・木・土 9:00-12:00）",有,兵庫県,神戸市灘区,28102,34.72007,135.237167
雅レディースクリニック,657-0028,兵庫県神戸市灘区森後町3-5-41 FTKﾋﾞﾙ2F,078-857-0155,http://www.miyabi-lc.com/,有,"平日：10：00-13：00 14：00-18：00（木曜日は
休診）
土曜：10：00-13：00",有,兵庫県,神戸市灘区,28102,34.716537,135.23732
"野々垣レディースクリニッ
ク",652-0897,"兵庫県神戸市兵庫区駅南通１丁目２－３４ 兵庫
駅前クリニックビル５F",078-681-4103,http://nlc-hyogo.net,有,"月・火・木～土：9:30～11:50 月・火・金：
16:00～18:20 水：9:30～11:20,16:30～18:20
診療は予約制ですので、あらかじめ予約をお取り
ください",有,兵庫県,神戸市兵庫区,28105,34.667255,135.165207
"みちもとレディースクリ
ニック",653-0022,兵庫県神戸市長田区東尻池町2丁目3-16,078－671-4050,michimoto-cl.com,有,"平日9：30-12：30 17：00-19：00
土曜9：30-12：30 木曜 日曜休診",有,兵庫県,神戸市長田区,28106,34.661541,135.156494
愛育産婦人科,654-0131,兵庫県神戸市須磨区横尾1-9-2,078-741-6231,"http://plaza.harmonix.ne.jp/-hiraike
/pc/",有,"平日（木曜休診）と土日祝も午前診有ります
9:00～12:30。 月水金曜は午後診も有ります
16:00～19:00。",有,兵庫県,神戸市須磨区,28107,34.674046,135.10936
益子産婦人科医院,654-0023,兵庫県神戸市須磨区戎町３－５－１５,078-732-4103,https://www.masuko-clinic.or.jp/,有,"診療時間内月～土9：00～12：00（水曜9：00～
11：00）
月・火・金17：00～19：00",有,兵庫県,神戸市須磨区,28107,34.658997,135.134857
森産婦人科医院,654-0033,兵庫県神戸市須磨区東町４丁目１－２３,078-739-3000,,有,"平日（木曜以外） 9:30-12:00 17:00-19:00
木・日・祝 対応不可 土曜 9:30-12:00",有,兵庫県,神戸市須磨区,28107,34.652527,135.126099
清水クリニック,655-0006,兵庫県神戸市垂水区本多聞6丁目28番23号,078-783-3030,https://byoinnavi.jp/clinic/71438,有,"平日 8：00-20：00
日曜 8：00-12：00",有,兵庫県,神戸市垂水区,28108,34.652683,135.049362
竹森レディースクリニック,655-0046,"兵庫県神戸市垂水区舞子台2-9-10 ミサキメディ
カルビル2F",078-766-3990,http://www.takemori-lc.com/,有,平日9:30-12:30 16:00-18:30、土曜日9:30-12:30,有,兵庫県,神戸市垂水区,28108,34.635803,135.032333
森本産婦人科クリニック,655-0051,兵庫県神戸市垂水区舞多聞西5丁目1-7,078-786-1103,https://morimoto-mc.com/,有,"月・水・金・土 9：00～12：00、16：00～19：
00",有,兵庫県,神戸市垂水区,28108,34.664787,135.048508
安部内科婦人科クリニック,651-1313,兵庫県神戸市北区有野中町1-11-10 仲第一ビル,078-984-3188,https://a.inet489.jp/abnf3188/,有,"月～木 9：00-13：00 16：00-19：00 金・土
9：00-13：00",無,兵庫県,神戸市北区,28109,34.821533,135.222916
"オカ・レディース・クリ
ニック",651-1222,兵庫県神戸市北区大原3-8-1,078(586)2626,http://www.oka-lc.jp/,有,"月・水・金 9:00-12:00 17:00-20:00 火・
木・土 9:00-12:00",有,兵庫県,神戸市北区,28109,34.746738,135.142883
"かとうレディースクリニッ
ク",651-1302,"兵庫県神戸市北区藤原台中町1-2-1 北神中央ビル
307号",078-595-7258,https://www.oklc.org,有,"月火水木金日10：00-12：30 月火水16：00-18：
30 土15：00-18：00",有,兵庫県,神戸市北区,28109,34.821514,135.220642
"医）産科・婦人科 みずと
りクリニック",651-1301,兵庫県神戸市北区藤原台北町7-2-7,078-987-4103,https://mizutori-clinic.com/,有,"月～土 9：30～13：00 月・水・金 17：30～
19：30",有,兵庫県,神戸市北区,28109,34.835918,135.225357
松岡産婦人科クリニック,651-1221,兵庫県神戸市北区緑町1-6-18,078-582-0003,http://ms-cl.com,有,"平日：9：00～12：00
18：00～20：00
土曜：9：00～12：00",有,兵庫県,神戸市北区,28109,34.74741,135.151794
"レディスクリニックヨコヤ
マ",651-1313,兵庫県神戸市北区有野中町２丁目１３－１７,078-987-4100,,有,"日・月・火・木 10:00-13:00 15:00-18:00
水・金 10:00-13:00",有,兵庫県,神戸市北区,28109,34.827271,135.225922
"ゆかりレディースクリニッ
ク",650-0021,"兵庫県神戸市中央区三宮町1-4-9
ワコーレ神戸三宮ビル３F",078-391-7887,https://yukari-clinic.com,有,"月・火・木・金・土
10:00-13:00
15:30-18:30",有,兵庫県,神戸市中央区,28110,34.690628,135.192551
坂口クリニック,650-0022,兵庫県神戸市中央区元町通４丁目３－１６,078-341-0038,,有,"月、火、水 9:00-12:00, 16:00-18:00
金 9:00-12:00, 16:00-17:30
木、土 9:00-12:00 祝・日 休",有（2人分）,兵庫県,神戸市中央区,28110,34.687176,135.183914
渚診療所,651-0094,"兵庫県神戸市中央区琴ノ緒町３丁目２－１琴ノ緒
ビル２Ｆ",078-222-2001,http://nagisa.hiho.jp/,有,"平日 10:00-12:00 17:00-19:00
土 16:00-17:00",無,兵庫県,神戸市中央区,28110,34.696953,135.196823
英ウィメンズクリニック,650-0021,"兵庫県神戸市中央区三宮町1-1-2 三宮セントラル
ビル",078-392-8723,https://www.hanabusaclinic.com/,有,"平日 : 8:30～16:00
土日祝 : 8:30～15:00",有,兵庫県,神戸市中央区,28110,34.690868,135.194199
はやし女性クリニック,650-0017,兵庫県神戸市中央区楠町5-1-13,078-351-1688,http://www.medic-grp.co.jp/doctor/,hayashi 有,平日10：00-13：00 15：30-18：30,有,兵庫県,神戸市中央区,28110,34.682381,135.173218
山口レディスクリニック,650-0001,兵庫県神戸市中央区加納町3-4-7,078-391-2246,https://www.lcy.jp/,有,"診療時間内および、
平日 19:00～20:15、土曜日 16:00～19:15
（変更する場合もございますので
詳しくは弊院のウェブサイトでご確認下さい。）",有,兵庫県,神戸市中央区,28110,34.697174,135.19278
山下レディースクリニック,651-0086,"兵庫県神戸市中央区磯上通７－１－８三宮プラザ
ＷＥＳＴ４Ｆ",078-265-6475,https://www.ylc.jp/,有,"月火水金 10:00-20:00
木土 10:00-13:00",有,兵庫県,神戸市中央区,28110,34.691521,135.19722
山田医院,650-0001,兵庫県神戸市中央区加納町４丁目９－３,078-391-2234,,有,"平日 9:00-19:00
土曜 9:00-13:00",無,兵庫県,神戸市中央区,28110,34.695587,135.193069
山辺レディースクリニック,650-0021,"兵庫県神戸市中央区三宮町2丁目5-1三宮ﾊｰﾄﾋﾞﾙ5
階",078-335-0555,https://yamabeclinic.com/,有,"平日(午前)10:00-13:00
平日(午後)15:00-19:00
土曜 11:00-14:30",有,兵庫県,神戸市中央区,28110,34.69046,135.192047
"医療法人恵友会久保みずき
女性・検診クリニック",651-2273,"兵庫県神戸市西区糀台５丁目６－３神戸西神オリ
エンタルホテル内",078-990-3030,https://kubomizuki.com/,有,"月・火・金 9:00-17:00
水 13:00-19:00
木 9:00-19:00",有,兵庫県,神戸市西区,28111,34.719322,135.018387
"久保みずきレディースクリ
ニック菅原記念診療所",651-2277,兵庫県神戸市西区美賀多台３丁目１３－８,078-961-3333,http://www.kubomizuki.or.jp/,有,"月・水・金 9:30-11:30 16:00-18:30
火・木 9:30-11:30
土 9:30-11:30 14:00-15:30",有,兵庫県,神戸市西区,28111,34.717392,135.005157
"おかざきマタニティクリ
ニック",651-2103,兵庫県神戸市西区学園西町5丁目2－5,078-798-1103,http://www.gakuentoshi-mc.com/,有,平日8:00～24:00 土曜日曜祝日8:00～24:00,有,兵庫県,神戸市西区,28111,34.682987,135.055908
尼崎医療生協病院,661-0033,兵庫県尼崎市南武庫之荘12丁目16-1,06-6436-1701,"https://www.amagasaki.coop/byoui
n/",有,"平日 8:30-16:30
土曜 8:30-11:30",有,兵庫県,尼崎市,28202,34.740238,135.385391
伊藤産婦人科医院,661-0012,兵庫県尼崎市南塚口町１－７－５,06-6426-6155,http://www.ito-sanfujinka.com,有,"土・日・月： 9:30-13:30, 14:00-18:00
火： 9:00-:12:30
水： 9:30-13:30, 15:30-19:00",有,兵庫県,尼崎市,28202,34.751945,135.414352
末包クリニック,661-0033,兵庫県尼崎市南武庫之荘１丁目１３－１０,06-6435-2488,,有,診療時間内,有,兵庫県,尼崎市,28202,34.750046,135.393829
"産科・婦人科 衣笠クリ
ニック",661-0953,兵庫県尼崎市東園田町９－１０－１,06-6494-0070,http://kinugasakai.com,有,"月・火・水・金 9:00-13:00 16:30-18:30 木・
土 9:00-13:00",有,兵庫県,尼崎市,28202,34.751022,135.44812
"医療法人社団南川クリニッ
ク",661-0001,兵庫県尼崎市塚口本町２丁目２０－１,06-6423-3046,https://www.minakawa-obgy.or.jp/,有,"平日 9:00-12:30 17:00-19:30
木曜・土曜 9:00-12:30",有,兵庫県,尼崎市,28202,34.755024,135.418427
ウィメンズクリニック横田,661-0002,兵庫県尼崎市塚口町1丁目２４－２,06-6421-7240,wclinic-yokota.com,有,"平日 9:00-12:00、16:30-19:00、木曜・土曜
9:00-12:00",有,兵庫県,尼崎市,28202,34.755466,135.41272
"かないレディースクリニッ
ク",661-0002,兵庫県尼崎市塚口町5丁目10-3,06-4961-6050,http://kanai-clinic.com/,有,"月曜-土曜日 9:00-12:00 月、火、木は14:00-
16:30",有,兵庫県,尼崎市,28202,34.753391,135.405365
"医療法人社団 ＪＵＮレ
ディースクリニック",661-0976,兵庫県尼崎市潮江1丁目3-43 緑遊新都心ﾋﾞﾙ2階,06-4960-8115,https://www.jun-lc.jp/,有,"月・火・木・金 9:30～16:00
水・土 9:30～12:00",有,兵庫県,尼崎市,28202,34.734306,135.432053
武居レディースクリニック,661-0035,兵庫県尼崎市武庫之荘２丁目１－１,06-6431-1123,,有,"平日 9:00-12:30 16:30-19:30
土曜 9:00-12:30",有,兵庫県,尼崎市,28202,34.75164,135.392532
"武居レディースクリニック
塚口院",661-0979,兵庫県尼崎市上坂部１－１－１－３０２,06-6499-3355,http://www.takei-ladies.com/,有,"月・水・金： 9:20-13:00, 14:50-19:00
火・木・土： 9:20-13:00",有,兵庫県,尼崎市,28202,34.751328,135.425171
木内女性クリニック,663-8204,兵庫県西宮市高松町４－８プレラにしのみや３Ｆ,0798-63-2271,http://kiuchi-cl.com,有,平日10:00～19:00 土曜日9:00～13:00,有,兵庫県,西宮市,28204,34.743607,135.356979
"スギモトレディースクリ
ニック",662-0832,兵庫県西宮市甲風園１丁目１２－５,0798-63-0325,https://www.sugimoto-clinic.com/,有,"平日 9:00-12:00 16:30-19:30
土曜 9:00-12:00",有,兵庫県,西宮市,28204,34.748814,135.355576
"医療法人社団高橋産婦人科
クリニック",662-0971,兵庫県西宮市和上町６－２２オリーブハイツ２階,0798-33-0150,https://www.tgc.or.jp/,有,"平日 月火水木金 9:00-12:00 13:00-14:30
月火水金 17:00-19:00
土 9:00-12:00",有,兵庫県,西宮市,28204,34.73848,135.336777
"医療法人社団 もりたレ
ディースクリニック",663-8035,兵庫県西宮市北口町1-2 ACTA西宮 東館４F,0798-69-3336,"https://www.morita-ladies-
clinic.com",有,"月火木金： 10:00-13:00 16:00-19:00
土： 10:00-13:30",有,兵庫県,西宮市,28204,34.746296,135.35701
山田産婦人科,663-8152,兵庫県西宮市甲子園町６－１３,0798-41-0272,,有,"月～土 9:00-12:00
月・火・水・金 17:00-19:00",有,兵庫県,西宮市,28204,34.72039,135.359619
徐クリニック,662-0822,兵庫県西宮市松籟荘10-25,0798-54-8551,https://www.joclinic.jp,有,"月 水： 8:45～13:30 16:30～19:00
火 木 金： 8:45～13:30
土： 8:45～15:30",有,兵庫県,西宮市,28204,34.766312,135.357681
江原産婦人科医院,663-8111,兵庫県西宮市二見町９ー１７,0798-67-1162,http://nttbj.itp.ne.jp/0798671162/,有,"平日（月火水木金土） 9:00-12:00
（月・水・金）17:00-19:00",有,兵庫県,西宮市,28204,34.741016,135.373581
岡田医院,662-0834,兵庫県西宮市南昭和町３－１８,0798-67-1136,,有,"平日 9:00-12:00 17:00-19:00
土曜 9:00-12:00
木曜休診",無,兵庫県,西宮市,28204,34.746799,135.355453
こじまクリニック,662-0973,兵庫県西宮市田中町５－２０－４F,0798-56-8602,https://koji-cli.com,有,"月、火、水、金 9:30-12:45 , 15:30-19:00
土曜 9:30-12:45 木、日、祝 休診",有,兵庫県,西宮市,28204,34.736832,135.336426
"すずきレディースクリニッ
ク",662-0973,兵庫県西宮市田中町３－１－２０２,0798-39-0555,https://www.suzuki-lc.jp,有,"月・火・水・金 ： 9:30-12:30 16:00-19:00
木・土 ： 9:30-12:30 日、祝日 休診",有,兵庫県,西宮市,28204,34.736023,135.338242
中川産婦人科クリニック,662-0866,兵庫県西宮市柳本町４－１６,0798-72-1153,"http://www.nakagawa-
sanfujinka.com",有,"月・火・水・金 9:00-12:00 18:00-19:00 木・
土 9:00-12:00",有,兵庫県,西宮市,28204,34.750088,135.34166
まりウィメンズクリニック,662－0045,兵庫県西宮市安井町5-14,0798-39-0777,https://www.mari-clinic.com,有,診療時間に準ずる,有,兵庫県,西宮市,28204,34.73941,135.328979
"みやざきレディースクリ
ニック",662-0911,兵庫県西宮市池田町９－６－２０４,0798-32-5230,http://www.miyazaki-ladies.com/,有,"平日 9:00-12:00 16:00-19:00（月・水・金）
土 9:00-12:00",有,兵庫県,西宮市,28204,34.738647,135.347488
